,listing_id,id,date,reviewer_id,reviewer_name,comments,polarity_value,neg,pos,neu,compound
337,41836,11250503,2014/3/26,12983704,Icy,"The place is very near the airport. There is a station nearby, very convenient to the city. Diana and Rob are s (Phone number hidden by Airbnb) nice and give us many many useful information. Diana told us many things about the life in Australia, both my husband and I are very enjoyed and satisfied. And sorry for trouble Diana,my husband dill has soooo many questions, always let u go sleep late. thanks for your patient. Hope next time can c u both again. Happy forever!(^@^)","{'neg': 0.076, 'neu': 0.69, 'pos': 0.234, 'compound': 0.9418}",0.076,0.234,0.69,0.9418
338,41836,11453802,2014/4/3,12976882,Angelina,"They are a really sweet couple, brillant cooks and really musical. You can ask whatever you want. We had a great time with them. Totally recommended. ","{'neg': 0.0, 'neu': 0.65, 'pos': 0.35, 'compound': 0.8685}",0.0,0.35,0.65,0.8685
339,41836,11900485,2014/4/18,13872538,Michelle,"Diana and Rob were great hosts. It my first experience using air b&b and they made it very enjoyable. They made it feel like home and it was all very relaxed. A big plus was Rob cooking a roast dinner! Delicious. I would highly recommend staying at their place.
Thanks guys! ","{'neg': 0.104, 'neu': 0.561, 'pos': 0.335, 'compound': 0.9438}",0.104,0.335,0.561,0.9438
340,41836,12103816,2014/4/22,14386300,Wei-Shiang,"Diana and Rob are a sweet couple and very kind to us.
We are love here,it's like living at home.","{'neg': 0.116, 'neu': 0.452, 'pos': 0.432, 'compound': 0.8687}",0.116,0.432,0.452,0.8687
341,41836,12188697,2014/4/25,13991894,John,it feels like....home sweet home!,"{'neg': 0.0, 'neu': 0.549, 'pos': 0.451, 'compound': 0.5093}",0.0,0.451,0.549,0.5093
342,41836,12518696,2014/5/4,14619161,Rocky,Fun guys super place to stay ,"{'neg': 0.0, 'neu': 0.357, 'pos': 0.643, 'compound': 0.802}",0.0,0.643,0.357,0.802
343,41836,13138807,2014/5/20,12849102,Wai Lim,What i can say is WOW. Diana and Rob are wonderful. I feel like staying in my own home as this is the first time with airbnb.,"{'neg': 0.102, 'neu': 0.594, 'pos': 0.304, 'compound': 0.7983}",0.102,0.304,0.594,0.7983
344,41836,15491303,2014/7/10,15450549,Link Yi,We really enjoyed our stay at Diana's place! Both Diana and Rob are extremely friendly :) They also allowed us to use their kitchen for cooking. The bed even had electric blanket that really helped during this winter at Melbourne. ,"{'neg': 0.072, 'neu': 0.716, 'pos': 0.212, 'compound': 0.7939}",0.072,0.212,0.716,0.7939
345,41836,15705902,2014/7/14,5263771,Rischa,"Both Diana and Rob were very helpful for me. They explained us everything we asked as we were new in the town. Their house was so lovely and comfortable and I like their electric blanket. We could hear Rob playing guitar on some nights; he played really nice. Overall, we were happy staying at Diana's house. Thank you for the hospitality. We highly recommend this place for people who are new to the city. Hope to meet you again. -Rischa&Aqma-","{'neg': 0.068, 'neu': 0.62, 'pos': 0.312, 'compound': 0.975}",0.068,0.312,0.62,0.975
346,41836,16771650,2014/8/2,11537667,Anastasia,"Diana and Rob are fantastic host and a lovely couple. The place very comfortable, even the weather quite cold (winter season) but in this house we feel warm. This house very clean and tidy, for location near to train station and airport. Diana very care and always concern of her guest needed even she was share her cooked to us. Overall, we highly recommended to stay here. nice to know you and thank you so much for your hospitality Diana&Rob","{'neg': 0.023, 'neu': 0.675, 'pos': 0.302, 'compound': 0.9802}",0.023,0.302,0.675,0.9802
347,41836,19056594,2014/9/5,8762645,Bronwyn,Diana and Rob are wonderful hosts and I thoroughly enjoyed my stay with them which was work related. They made me feel so welcome and I felt very much 'at home'. I cannot recommend them highly enough. Their home is very convenient for getting around. I hope to be able to return when my work takes me back to their area.,"{'neg': 0.081, 'neu': 0.721, 'pos': 0.199, 'compound': 0.8537}",0.081,0.199,0.721,0.8537
348,41836,19889560,2014/9/20,20088543,Shu,"Diana and Rob is one of the nicest couple I've met, it's our first Airbnb experience. We couldn't be more satisfied. Rob offered us nice dinner when we arrived late n entertained my son with his guitar and good singing to make him relaxes in this new environment. We felt home n definitely recommend to any Melbourne new comers, it's very close to the airport and for cold days, electric blanket definitely helps a lot. They got nice garden too which you can see it from your room. ","{'neg': 0.089, 'neu': 0.66, 'pos': 0.251, 'compound': 0.9398}",0.089,0.251,0.66,0.9398
349,41836,27822076,2015/3/12,5889570,Nicholas,"Had a fantastic stay with Dianna and Rob, they are very engaging and welcoming people. More than just providing a bed they are great company and put you at ease immediately as a guest. The house has all the things you need to keep you going, it's in a nice quiet area and the train to the city is an easy walk away. Very happy to recommend these guys as hosts.","{'neg': 0.04, 'neu': 0.64, 'pos': 0.32, 'compound': 0.9748}",0.04,0.32,0.64,0.9748
350,41836,28038970,2015/3/16,28733768,Lv,It's nice trip ! ,"{'neg': 0.0, 'neu': 0.393, 'pos': 0.607, 'compound': 0.4753}",0.0,0.607,0.393,0.4753
351,41836,28353439,2015/3/22,24733486,Vishal,"Very kind of Diana to welcome us at her place early in the morning. We had a pleasant stay. She was very helpful in guiding us about travel around Melbourne city, also shared her Myki cards with us.  Location is nice and quite. Just a ten mins walk to the railway station to get a train to travel to the CBD.","{'neg': 0.0, 'neu': 0.784, 'pos': 0.216, 'compound': 0.9273}",0.0,0.216,0.784,0.9273
352,41836,29896851,2015/4/13,30876136,Heather,"Diana and Rob were very welcoming and graciously let me stay with very little notice. The accommodation was very basic, but I had all I needed for my stay in Melbourne and it was nice to stay with such a welcoming couple.","{'neg': 0.047, 'neu': 0.699, 'pos': 0.254, 'compound': 0.877}",0.047,0.254,0.699,0.877
353,41836,30472756,2015/4/22,30180928,Ho,"We really enjoyed our stay at Diana's place! Both Diana and Rob are very friendly : ) The place very comfortable. The bed had electric blanket that really helped during winter. They also allowed us to use their kitchen for cooking. Overall, we highly recommended to stay here.","{'neg': 0.062, 'neu': 0.711, 'pos': 0.227, 'compound': 0.8578}",0.062,0.227,0.711,0.8578
354,41836,30818037,2015/4/27,14189632,Lyrva,"Very cozy and homy. Diana and Rob were very sweet! They welcomed us with dinner our first night. Our room was very spacious, comfortable, and the electric blankets were godsend! ","{'neg': 0.085, 'neu': 0.588, 'pos': 0.327, 'compound': 0.8839}",0.085,0.327,0.588,0.8839
355,41836,33048676,2015/5/24,2814054,Vivian,"Diana and her hubby were so lovely. They made dinner for me in the day of my arrival, and sat and talked with me, filling me in on various things to do in the city. The room was clean and comfy with large tv. I would definitely stay again.","{'neg': 0.0, 'neu': 0.814, 'pos': 0.186, 'compound': 0.8825}",0.0,0.186,0.814,0.8825
356,41836,34943932,2015/6/14,8098315,Angie,"Diana and Rob are fantastic host and lovely couple. Their place is very comfortable and lovely place to stay. Overall we were very happy people staying at Diana's house. Diana is very friendly, and  helpful host. She even let us use their kitchen for cooking. Diana also provide electric blanket. Thank you Diana and Rob for the hospitality and highly recommend this place. Many thanks Diana and Rob, you have been a great host. Cheers..","{'neg': 0.1, 'neu': 0.553, 'pos': 0.347, 'compound': 0.9795}",0.1,0.347,0.553,0.9795
357,41836,38936739,2015/7/19,25085575,Charles,Diana and rob are a lovely and hospitable couple. Had a wonderful and enjoyable time staying with them~ =)),"{'neg': 0.133, 'neu': 0.481, 'pos': 0.385, 'compound': 0.7783}",0.133,0.385,0.481,0.7783
358,41836,40011443,2015/7/27,24415030,Jamie,Diana is a very friendly host. She provided us yummy breakfast. Thank you Diana.,"{'neg': 0.0, 'neu': 0.516, 'pos': 0.484, 'compound': 0.8553}",0.0,0.484,0.516,0.8553
359,41836,40674535,2015/8/1,38494730,Satvirr,"Diana and Rob are great hosts. 
Diana helped me out in every way more than expected. 
10 min walk from closest Metro. Close to Airport. 
Thanks a Lot Diana and Rob. ","{'neg': 0.179, 'neu': 0.647, 'pos': 0.174, 'compound': -0.0516}",0.179,0.174,0.647,-0.0516
360,41836,44391326,2015/8/25,39187979,Avinda,Perfect stay at Diana's and Rob's. They provided everything that we could ask for.,"{'neg': 0.0, 'neu': 0.778, 'pos': 0.222, 'compound': 0.5719}",0.0,0.222,0.778,0.5719
361,41836,48763891,2015/9/28,37672067,Yu Ling,"Diana and Rob was very welcoming during our stay. Diana was really  friendly and extremely helpful and in offering us help when we needed. We had an awesome stay, our bed was comfortable with heating pads to keep us warm late at night. The room was just as shown in the pictures. We had a car with us and it was really accessible from the airport and to the CBD area. I totally recommend staying here, and will definitely come back for a stay when we visit Melbourne again! 

Both my boyfriend and I were really fortunate to be staying with you, we enjoyed the birthday cake! Thank you Diana and Rob!! :D","{'neg': 0.05, 'neu': 0.659, 'pos': 0.291, 'compound': 0.9864}",0.05,0.291,0.659,0.9864
362,41836,49185713,2015/10/1,19745785,Jacqueline,My friends and i feel so much at home with Diana and Rob! They were extremely nice they even offered to cook dinner and shared it with us! The house is clean and the room is really comfy with tv in the room! We'll visit again when we're back in Melbourne!,"{'neg': 0.059, 'neu': 0.737, 'pos': 0.204, 'compound': 0.8343}",0.059,0.204,0.737,0.8343
363,41836,49513763,2015/10/4,44487639,Hing Lim,"Thank you Diana and Robs for the kind and warm hospitality! Diana is  very friendly and welcoming. She is very flexible with the check in time as well. The room is very clean, spacious and quiet. Diana is very helpful in providing suggestions for our trip!  would definitely recommend her place!  :D","{'neg': 0.039, 'neu': 0.507, 'pos': 0.454, 'compound': 0.9833}",0.039,0.454,0.507,0.9833
364,41836,51015431,2015/10/17,39440293,Emy,"Diana is a great lady and treated me and my husband as old friends, she is very easygoing and talkative, with her, you will never feel restrained or bored. 
The room is tidy and comfortable, will definitely stay with her next time in Melbourne.","{'neg': 0.038, 'neu': 0.674, 'pos': 0.288, 'compound': 0.9286}",0.038,0.288,0.674,0.9286
365,41836,51592096,2015/10/21,1763226,Michael,"Diana and Rob went out of their way to make me feel comfortable. They not only gave me maps of where to go in Melbourne but made great suggestions of what to do and even introduced me to new friends. Their cooking, conversation and guitar playing was to die for. I not only got a great deal on a room, I made new lifetime friends. 

Thank you!

- Michael ","{'neg': 0.085, 'neu': 0.61, 'pos': 0.305, 'compound': 0.9676}",0.085,0.305,0.61,0.9676
366,41836,51970045,2015/10/25,45660744,William,My experience with Diana was a pleasant one. She was very helpful to us especially since we have zero experience navigating through Melbourne. She's a highly recommended host in my book! ,"{'neg': 0.0, 'neu': 0.748, 'pos': 0.252, 'compound': 0.8307}",0.0,0.252,0.748,0.8307
367,41836,53856575,2015/11/13,47860661,Gauthier,Diana was really help full for us. You fell directly good in the house and nice person. Its a quiet place nad the room is perfect for 2 people. We had a good time and felt like at home.,"{'neg': 0.0, 'neu': 0.628, 'pos': 0.372, 'compound': 0.9501}",0.0,0.372,0.628,0.9501
368,41836,55428522,2015/12/1,47654513,Carol,"I had a fantastic time, a nice spacious comfortable bedroom and full use of all the facilities in the house. Rob and Diana are two of the nicest people you could ever wish to meet, very down to earth and accommodating. We even shared cooking and the odd glass of wine! On a personal level they were very helpful to my own particular situation. I would recommend staying with them to anyone, thank you Rob and Diana.","{'neg': 0.099, 'neu': 0.626, 'pos': 0.275, 'compound': 0.9421}",0.099,0.275,0.626,0.9421
369,41836,56079063,2015/12/8,49887655,Jessie,"Diana & rob made us feel very welcome from the moment we arrived, they were very helpful giving us a lot of advice and drove us to the local supermarket so we could buy some food. It was our first stop in Australia so it was really comforting the first night we spent there to sit in the garden while Rob played guitar and Diana was gardening. The next day we all went out to a shopping centre together and the next morning they drove us into the city. We could not of asked for more welcoming hosts, very friendly and helpful - would defiantly recommend to anyone wishing to stay in the area.  ","{'neg': 0.07, 'neu': 0.718, 'pos': 0.212, 'compound': 0.9534}",0.07,0.212,0.718,0.9534
370,41836,117364814,2016/12/6,106104551,Gemma,Diana and her parents made me feel very welcome. Homemade breakfast both mornings!,"{'neg': 0.0, 'neu': 0.77, 'pos': 0.23, 'compound': 0.5551}",0.0,0.23,0.77,0.5551
371,41836,121270216,2016/12/15,60179828,Linda,Diana was welcoming. The bedside booklet was very helpful. ,"{'neg': 0.0, 'neu': 0.539, 'pos': 0.461, 'compound': 0.7178}",0.0,0.461,0.539,0.7178
372,41836,126045915,2017/1/8,103636852,Hii,All are great! ,"{'neg': 0.0, 'neu': 0.313, 'pos': 0.687, 'compound': 0.6588}",0.0,0.687,0.313,0.6588
373,41836,127904912,2017/1/21,28537320,Kumar,You'll simply love the stay. Recommend strongly.,"{'neg': 0.0, 'neu': 0.312, 'pos': 0.688, 'compound': 0.8316}",0.0,0.688,0.312,0.8316
374,41836,129261152,2017/1/29,111238077,Linus,"We are very thankful for the time that we stayed at the house of Diana's parents. They are really lovely and always try to help. I strongly recommend the place, you will have a great time there and feel very welcomed!","{'neg': 0.0, 'neu': 0.587, 'pos': 0.413, 'compound': 0.9701}",0.0,0.413,0.587,0.9701
375,41836,130594639,2017/2/6,68008547,Maxine,"Thanks very much, especially aunt and uncle are very nice! They treat us like their family, help us do laundry, give us ingredients for cook, and instructions for trips in Melbourne.
Diana is willing to offer any help, thanks for lending us your recharger.
Our room is pretty and warm with TV and lading fan!
It is located near Keon Park station, about 15mins from station to home.","{'neg': 0.0, 'neu': 0.676, 'pos': 0.324, 'compound': 0.977}",0.0,0.324,0.676,0.977
376,41836,131135363,2017/2/10,109454869,Olivia,"Diana was an excellent host! Her parents live in the house where the rented room is, and they were both very kind and accommodating as well. The room was quite large, and easily fit all of my luggage. It was clean and the bed was comfy. The bathroom and kitchen were both also clean, and Diana's parents were kind enough to let me use some of their fridge space for my personal groceries. The house is in a very cute residential neighbourhood just outside of Melbourne, and was only a 10 minute walk from the nearest train station. Diana was also very accommodating with my check-in and check-out times, and was quite flexible, which I really appreciated. Overall a great experience and a lovely welcome to Australia :) ","{'neg': 0.0, 'neu': 0.695, 'pos': 0.305, 'compound': 0.9929}",0.0,0.305,0.695,0.9929
377,41836,132592817,2017/2/18,43034079,Valerie,"Diana answered immediatelly and helped us very spontaneously. We were desperatly looking for a place to stay that night as two other airbnbs had canceled us before and it was already afternoon... They were a really good help, thanks again! 
It's also a really nice place to stay! ","{'neg': 0.0, 'neu': 0.759, 'pos': 0.241, 'compound': 0.9188}",0.0,0.241,0.759,0.9188
378,41836,133809380,2017/2/24,63570053,Christian,"We had an amazing time at Diana's. The room was comfy, we had much space for our stuff and Diana's parents are wonderful. Her mum cooked us a delicious meal for dinner and she and Diana's dad were really nice. We felt more than welcome!","{'neg': 0.0, 'neu': 0.686, 'pos': 0.314, 'compound': 0.9575}",0.0,0.314,0.686,0.9575
379,41836,138083125,2017/3/18,110929194,Brad,"Friendly, great stay, easy going, and lad back. This are the things we seen for the frist airbnb. Thank you for the stay and if you are looking for that one place that feels like home this is the place.","{'neg': 0.0, 'neu': 0.697, 'pos': 0.303, 'compound': 0.9349}",0.0,0.303,0.697,0.9349
380,41836,138120648,2017/3/19,121377788,Martin,The host canceled this reservation 3 days before arrival. This is an automated posting.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
381,41836,145767690,2017/4/19,12257923,Andrea,Great place for a short stay.,"{'neg': 0.0, 'neu': 0.494, 'pos': 0.506, 'compound': 0.6249}",0.0,0.506,0.494,0.6249
382,41836,154961959,2017/5/26,127006313,Hao,The greatest house in Melbourne ,"{'neg': 0.0, 'neu': 0.488, 'pos': 0.512, 'compound': 0.6369}",0.0,0.512,0.488,0.6369
383,41836,157885594,2017/6/5,125903933,Anka,its really a good house. clean and friendly. ,"{'neg': 0.0, 'neu': 0.299, 'pos': 0.701, 'compound': 0.854}",0.0,0.701,0.299,0.854
384,41836,165118534,2017/6/30,83888699,Malina,We stayed at Diana's for a couple of days while transitioning to a new home in Melbourne. The room was very comfortable and nicely decorated. We had everything we needed and her parents were very lovely. Would definitely recommend ,"{'neg': 0.0, 'neu': 0.662, 'pos': 0.338, 'compound': 0.9461}",0.0,0.338,0.662,0.9461
385,41836,170559557,2017/7/16,80509800,Arina,"My husband and I had a great time at Diana's place. The room is cosy and tidy, the bathroom is clean. Hosts are friendly and always willing to help. Diana is always reachable by phone and extremely helpful. Don't hesitate to ask!
7 minutes from a bus stop, 13 minutes from train station. The neighbourhood is quiet.","{'neg': 0.033, 'neu': 0.693, 'pos': 0.274, 'compound': 0.9429}",0.033,0.274,0.693,0.9429
386,41836,171177917,2017/7/17,140374413,Daline,"Well, really nice place ! 
Very clean room , the bed was very comfortable . 
Her parents is very friendly .
:) 

","{'neg': 0.0, 'neu': 0.389, 'pos': 0.611, 'compound': 0.9574}",0.0,0.611,0.389,0.9574
387,41836,171818693,2017/7/19,139963671,Hannah,Hosts are very good very friendly and so sweet! Great experience and nice day in Melbourne.  ,"{'neg': 0.0, 'neu': 0.383, 'pos': 0.617, 'compound': 0.9566}",0.0,0.617,0.383,0.9566
388,41836,172799112,2017/7/22,68144907,Candice,great place to live with very kind landlord. ,"{'neg': 0.0, 'neu': 0.435, 'pos': 0.565, 'compound': 0.8313}",0.0,0.565,0.435,0.8313
389,41836,173179924,2017/7/23,130858478,Vikas,"Good place to stay, everything was very well taken care of. I would surely recommend this place if you are looking to visit Melbourne. ","{'neg': 0.0, 'neu': 0.56, 'pos': 0.44, 'compound': 0.921}",0.0,0.44,0.56,0.921
390,41836,174134351,2017/7/25,31636971,Nina,"Although we never met Diana, it was easy to communicate with her, making check in and answering questions very easy and prompt. Her parents were lovely and made us feel at home.","{'neg': 0.0, 'neu': 0.751, 'pos': 0.249, 'compound': 0.8625}",0.0,0.249,0.751,0.8625
391,41836,176434946,2017/7/31,87219611,Kaari,"Diana's place is a true home away from home. Everything in the house is well organised, it is so pleasant to be around. Even though Diana's parents don't speak any English, they still do their best to translate what needs to be said and let you know what is going on. All good words for my stay :)","{'neg': 0.0, 'neu': 0.726, 'pos': 0.274, 'compound': 0.9598}",0.0,0.274,0.726,0.9598
392,41836,177171969,2017/8/2,142953403,Anna,"We stayed only for a night,  but the place and Diana's parents have been great! Thank you :)","{'neg': 0.0, 'neu': 0.515, 'pos': 0.485, 'compound': 0.9348}",0.0,0.485,0.515,0.9348
393,41836,178572872,2017/8/6,106673243,Chang,"They are old Chinese couple, respect other's privacy :-)","{'neg': 0.0, 'neu': 0.565, 'pos': 0.435, 'compound': 0.6597}",0.0,0.435,0.565,0.6597
394,41836,180249577,2017/8/10,54030368,Rob & Gail,Safe and good value,"{'neg': 0.0, 'neu': 0.109, 'pos': 0.891, 'compound': 0.802}",0.0,0.891,0.109,0.802
395,41836,184497882,2017/8/20,142410408,Abby,Great host. Very organised and clean. Diana parents are best host you can wish for. The place is close to train station around 12 min walk. Room is nice and warm.,"{'neg': 0.0, 'neu': 0.573, 'pos': 0.427, 'compound': 0.9563}",0.0,0.427,0.573,0.9563
396,41836,185539371,2017/8/21,53928187,Pau,"We stayed at Diana's parents for two nights. We had to check in very late and they didn't have any issues. Communication with Diana was very good and efficient. Communication with Diana's mum was amazing, interesting and funny... she uses her (Hidden by Airbnb) translator and makes you speak and also translates haha. It was a very nice stay, we would stay again. ","{'neg': 0.0, 'neu': 0.748, 'pos': 0.252, 'compound': 0.9575}",0.0,0.252,0.748,0.9575
397,41836,186205523,2017/8/24,137748628,Natalie,"Staying at Diana's place was wonderful!  Her parents are delightful.  It was exactly the quiet place I needed to rest for the night between flights.  If you can navigate Melbourne transit, it is a pretty simple two bus trip and couple block walk from the airport.  Diana's place is a gem in Melbourne!","{'neg': 0.048, 'neu': 0.764, 'pos': 0.187, 'compound': 0.855}",0.048,0.187,0.764,0.855
398,41836,186929312,2017/8/26,146431680,Maria,Feel at home .. nice place .,"{'neg': 0.0, 'neu': 0.641, 'pos': 0.359, 'compound': 0.4215}",0.0,0.359,0.641,0.4215
399,41836,191508753,2017/9/7,28310299,Ankur,Very kind and caring host old couple! Nice place!,"{'neg': 0.0, 'neu': 0.363, 'pos': 0.637, 'compound': 0.8895}",0.0,0.637,0.363,0.8895
400,41836,200846094,2017/10/6,16061314,Reya,We had a great time here. Diana's parents are really lovely. The room was very clean and bonus that it had a tv.,"{'neg': 0.0, 'neu': 0.532, 'pos': 0.468, 'compound': 0.9428}",0.0,0.468,0.532,0.9428
401,41836,213126020,2017/11/19,24091885,Julie,"Diana's parents are very lovely and caring, going out of their way to make you feel comfortable despite a language barrier. The room/house is neat and homey with everything you'd need.","{'neg': 0.0, 'neu': 0.621, 'pos': 0.379, 'compound': 0.9352}",0.0,0.379,0.621,0.9352
402,41836,214411550,2017/11/25,83847731,Gang,Great host!,"{'neg': 0.0, 'neu': 0.185, 'pos': 0.815, 'compound': 0.6588}",0.0,0.815,0.185,0.6588
403,41836,217121831,2017/12/7,159989231,Tim,good,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.0,1.0,0.0,0.4404
404,41836,220327265,2017/12/21,152670509,Me-An,We had a lovely stay for 6 nights. Diana's parents are very kind and despite the language barrier was very helpful to us. The room and bathroom are clean and the TV in the room was a bonus. Would recommend. ,"{'neg': 0.0, 'neu': 0.592, 'pos': 0.408, 'compound': 0.9621}",0.0,0.408,0.592,0.9621
405,41836,221226302,2017/12/25,64723735,Louis,Pleasant stay with wonderful hosts.,"{'neg': 0.0, 'neu': 0.3, 'pos': 0.7, 'compound': 0.7906}",0.0,0.7,0.3,0.7906
406,41836,221552173,2017/12/27,100030137,Christian,"Very helpful host, everything was very clean and nice!","{'neg': 0.0, 'neu': 0.389, 'pos': 0.611, 'compound': 0.857}",0.0,0.611,0.389,0.857
407,41836,230288338,2018/1/27,168651699,M,"There isn't much around to see or do, 15 mins away from airport but expect a $45 cab fare not the quoted $35. The room is like a sauna, way too hot with only one fan. I only got about an hours sleep. I booked here for convenience but wouldn't do it again! The Sky bus is cheaper by a lot.","{'neg': 0.0, 'neu': 0.893, 'pos': 0.107, 'compound': 0.7574}",0.0,0.107,0.893,0.7574
408,41836,231159773,2018/1/30,149343922,Brydon,Spot on!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
409,41836,233754940,2018/2/11,120855554,Tobias,It was awesome! dianas parents are really friendly and helpful!the Room was really comfortsble and everything was Clean!best airbnb in australia so far!,"{'neg': 0.0, 'neu': 0.706, 'pos': 0.294, 'compound': 0.8677}",0.0,0.294,0.706,0.8677
410,41836,234479841,2018/2/12,73049440,Petra,Everything good! Dianas parents are very nice and friendly! Room was nice!,"{'neg': 0.0, 'neu': 0.373, 'pos': 0.627, 'compound': 0.925}",0.0,0.627,0.373,0.925
411,41836,236929020,2018/2/20,49132812,Zaniel,"Good stay, though a fair distance from the station, for those wanting to visit the city.","{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.6369}",0.0,0.286,0.714,0.6369
412,41836,253553319,2018/4/14,180051318,Man,Good,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.0,1.0,0.0,0.4404
413,41836,256503239,2018/4/22,107393901,Lenet,Special thanks to Diana's parents for being so sweet and amazing hosts.,"{'neg': 0.0, 'neu': 0.372, 'pos': 0.628, 'compound': 0.9264}",0.0,0.628,0.372,0.9264
414,41836,286268175,2018/7/6,194274499,Ellyssa,Quick response and good hospitality from her parents. :),"{'neg': 0.0, 'neu': 0.543, 'pos': 0.457, 'compound': 0.7096}",0.0,0.457,0.543,0.7096
415,41836,291968643,2018/7/16,196675406,Salil,nice and economical,"{'neg': 0.0, 'neu': 0.417, 'pos': 0.583, 'compound': 0.4215}",0.0,0.583,0.417,0.4215
416,41836,311694594,2018/8/22,26445709,Miao Wen,"Diana's parents were amazing hosts! They were very friendly and hospitable. Knowing that we are afraid of cold, D's mom prepared heated blankets for us before we arrived. Very thoughtful! ","{'neg': 0.0, 'neu': 0.672, 'pos': 0.328, 'compound': 0.913}",0.0,0.328,0.672,0.913
417,43414,230743306,2018/1/28,93617230,Thomas,"It was great to stay at Belinda and her boyfriends apartment. The were very kind and the apartment were located close to Melbourne Park, where I work when Australian Open was going on.","{'neg': 0.0, 'neu': 0.794, 'pos': 0.206, 'compound': 0.8313}",0.0,0.206,0.794,0.8313
418,43414,341803403,2018/10/27,181714969,Lachlan,"Great location, clean and Belinda was a great host.","{'neg': 0.0, 'neu': 0.314, 'pos': 0.686, 'compound': 0.8979}",0.0,0.686,0.314,0.8979
419,43414,345733811,2018/11/5,25487286,Alexandre,"Belinda is a great host. 
The appartment and the bedroom are really nice and super clean.
She provide me everything I needed without requesting it.
She is really helpfull.
Do not hesitate to ask her some advices about restaurents for example, she knows food one :)
I recommend Belinda's flat ! 
Hope to see you again in Melbourne Belinda !","{'neg': 0.0, 'neu': 0.654, 'pos': 0.346, 'compound': 0.9746}",0.0,0.346,0.654,0.9746
420,43429,148912,2010/12/5,231113,Georgette,"Our 3 week stay at our unit in Oakleigh East proved to be much more comfortable and much better than we expected.
The host Allan Gibb welcomed us warmly and was always around when needed, but was very discreet at all times.
The accommodation was very comfortable and big enough to house two persons with ease, a comfortable double bed , and a kitchen good enough for mny meals to be savoured, we had full use of the outer verandah, for barbeques.
and of course the herb garden!! we had thyme, mint, lemons, garlic and green onions..
Overall 
Very good for long stays and short stays , very safe environment, good for walking in the mornings and evenings, has a convenience store a few steps down the road and a hairdresser.
a bus a walk down the road takes you to chdstone shopping centre and oakleigh.
I would definitely recommend a friend and be a repeat customer","{'neg': 0.0, 'neu': 0.729, 'pos': 0.271, 'compound': 0.9937}",0.0,0.271,0.729,0.9937
421,43429,159105,2010/12/27,51534,Alicia,"Allan was great! His apartment (which we stayed an extra 3 nights it was so great) was clean, modern, and had everything we needed. Allan himself is wonderful and extremely helpful. He invited us over for Chirstmas Day lunch with his family and him and my boyfriend chatted for hours. I would recommend his apartment to everyone.

Alicia","{'neg': 0.0, 'neu': 0.754, 'pos': 0.246, 'compound': 0.9489}",0.0,0.246,0.754,0.9489
422,43429,182567,2011/2/15,323895,Kirsten,"My partner and I stayed in Allan's studio apartment for 3 weeks when we relocated to Melbourne from New Zealand. The apartment itself has everything you need for a cost effective stay - from kitchen bits and bobs to a washing machine - and is very modern and tidy. Allan is very friendly and accommodating - I would highly recommend staying at his place, if you are looking for a place out of the city which is peaceful and definately tranquil.","{'neg': 0.0, 'neu': 0.829, 'pos': 0.171, 'compound': 0.915}",0.0,0.171,0.829,0.915
423,43429,184848,2011/2/20,339211,Bill,"My wife and I had a most enjoyable time in Allan's flat. Good bed, very clean and good facilities. Allan was a good host: very friendly and supportive, but non-intrusive. I would highly recommend this property, and we would definitely stay there agin.","{'neg': 0.0, 'neu': 0.583, 'pos': 0.417, 'compound': 0.9547}",0.0,0.417,0.583,0.9547
424,43429,193105,2011/3/6,390988,Sarah,A very unique 'home away from home',"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
425,43429,196151,2011/3/10,367859,Mackayla,"my stay at Allen's home was wonderful, very warm and cosy both in Allan's kindness and the surounds of the space. The garden was so sweet, the bed was comfy and the space was spotlessly clean, much appreciated. loved it.","{'neg': 0.0, 'neu': 0.593, 'pos': 0.407, 'compound': 0.9707}",0.0,0.407,0.593,0.9707
426,43429,214820,2011/4/1,463742,Rooth,"Allan's a top bloke and his place is really, really special. It's the kind of place that makes you want to hole up and stay in and not go out into Melbourne at all! Relaxing, peaceful, yet with an IGA express on the corner and a bus route into town; a tranquil garden and little travel treasures about the place, I'd love to return. Many thanks, lovely place. Rooth and Russell. ","{'neg': 0.0, 'neu': 0.677, 'pos': 0.323, 'compound': 0.9768}",0.0,0.323,0.677,0.9768
